GEOID20,POP20,votes_dem,votes_gop,WHITEPOP (non-Hisp),BLACKPOP,HISPLATPOP
29095001900,3380,297.2830762,178.2121147,550,584,1859
29095002000,2315,183.5785225,131.6602056,403,153,1611
29095002100,4470,382.446591,243.0913957,705,1111,2273
29095002200,3224,275.0097857,176.6005534,541,756,1682
29095002300,2149,282.6820773,127.0839755,286,732,1021
29095003400,3288,426.6799403,165.5993244,448,1011,1699
29095003700,1049,225.9337734,113.9013816,112,675,211
29095003800,1538,392.8516845,189.5163743,153,1187,91
29095004300,2794,735.8495225,417.907793,1585,712,199
29095004400,1495,423.4107686,250.1508221,1140,84,131
29095004600,2689,898.4930225,494.2867703,1798,326,327
29095005100,1620,448.9573228,269.5064005,1077,208,131
29095005200,1038,242.8752482,108.9155114,201,725,52
29095005300,1437,395.9661366,193.2956864,383,798,136
29095005400,826,192.0106172,86.94880923,72,619,93
29095005500,927,231.5542524,104.330707,75,677,112
29095005601,1726,401.2231543,181.6872211,164,1234,226
29095005602,1420,358.6450376,158.2339105,95,1040,192
29095005700,2285,536.6361207,247.1155206,93,1803,252
29095005801,2172,437.3226131,246.2798188,160,1657,204
29095006000,1478,355.9376884,170.6745843,84,1138,179
29095006100,2695,659.1926802,301.5344607,195,2118,246
29095006300,1737,410.7358615,202.1146627,348,1086,172
29095006500,1632,559.2472474,305.2716718,1157,195,147
29095006600,1833,561.1866609,340.8022296,1396,125,110
29095006700,1807,561.6222738,337.0372962,1282,240,157
29095006900,1338,372.1032077,237.8280989,1025,109,88
29095007100,2993,905.1831439,560.8898284,2383,133,235
29095007200,2044,694.5989638,498.1120476,1790,32,97
29095007301,1818,430.9215725,299.2729906,1364,64,119
29095007302,1377,398.844428,274.2623041,1092,43,93
29095007400,4397,1174.494312,767.3655519,3508,93,273
29095007500,2727,598.4286449,290.3732528,1380,882,202
29095007600,2294,545.1436164,266.5596949,286,1642,205
29095007700,1665,401.2610026,176.6346782,217,1286,78
29095007802,2258,564.8120718,262.7073318,162,1855,128
29095007900,3498,929.4905963,422.3043516,207,2893,220
29095008000,3022,892.3976341,434.4380011,188,2490,190
29095008100,2113,614.3808768,298.3875231,590,1224,139
29095008200,2913,1069.993683,642.9780925,2350,125,175
29095008300,2337,893.2225301,667.4687594,2035,34,107
29095008400,2800,1038.071055,779.8093439,2492,42,96
29095008500,3573,1363.83228,957.1184711,3213,28,111
29095008600,5385,2088.878954,1381.319286,4570,274,251
29095008700,2558,690.5880019,341.5042179,404,1854,131
29095008800,3430,894.1297328,401.7437872,290,2766,241
29095008900,1950,481.6934444,265.9986449,79,1680,99
29095009000,4219,1283.818175,616.1389659,583,3161,217
29095009100,3735,1392.900668,868.3438224,2976,332,170
29095009200,2890,1074.509095,714.8641155,2487,74,133
29095009300,2394,831.0498148,553.3698394,1940,101,207
29095009400,4391,1331.312258,851.4723869,2517,1102,343
29095009500,3160,600.3940674,311.5675553,681,2032,193
29095009600,1555,277.9711123,143.9665514,329,982,144
29095009700,1592,308.1887681,155.1233191,357,998,90
29095009800,3484,991.1666667,667.8333338,2199,691,289
29095009900,2130,678.0842648,506.7056609,1609,174,142
29095010001,1801,572.0655145,438.0539809,1338,252,88
29095010002,3575,933.7024293,584.5773216,1523,1361,380
29095010103,2417,612.8717728,384.4927734,914,1134,186
29095010105,3510,1027.451238,870.9999638,2756,377,145
29095010201,1836,358.9246735,225.8170436,702,792,177
29095010203,4042,977.1056091,850.8507441,2340,1050,282
29095010204,4379,868.3767219,776.2739567,2230,1266,325
29095010500,4803,1067.449205,602.8412391,1432,2377,677
29095010600,3044,677.554912,511.5113195,1585,853,321
29095010702,3811,760.055555,558.6692042,1401,1805,356
29095011001,2451,270.4581279,275.8138894,1683,156,424
29095011002,2479,286.2913654,292.5166961,1588,235,420
29095011100,3168,587.0283335,629.6648612,2432,124,319
29095011200,3366,484.0706928,556.5892746,2444,211,365
29095011300,4810,728.6037641,851.9007703,3397,404,512
29095011405,2886,314.0175601,306.3098277,1349,694,480
29095011406,6000,1049.279971,1196.601939,4423,362,605
29095011407,3333,606.1818834,630.0835716,2311,320,364
29095011408,1546,284.6755848,294.0788083,1084,255,113
29095011409,1581,259.7940527,272.8987328,1191,113,129
29095011410,2553,364.3163987,393.5069026,1967,97,207
29095011501,4271,625.4348715,633.606327,2789,383,625
29095011502,1752,259.0343029,264.3693594,1038,277,193
29095011601,2759,417.0319782,402.2764492,1955,274,283
29095011602,2333,357.6528665,363.9931069,1808,175,171
29095011701,2113,279.3279681,262.255213,1263,245,436
29095011702,2257,343.1459141,331.1505119,1536,168,323
29095011800,5477,695.4790679,661.9007346,3439,488,1037
29095011900,3771,620.7081139,594.8601859,2379,307,778
29095012000,3647,623.9196737,613.3955728,2195,419,729
29095012100,5871,1030.799199,1065.155491,3736,577,979
29095012200,6548,1172.086271,1220.953285,4743,497,732
29095012300,3505,656.07819,709.4523989,2718,151,326
29095012400,4216,808.7581724,797.2884034,2726,605,522
29095012501,3727,776.4279417,617.9374709,1832,1252,347
29095012502,3056,692.8317276,602.656378,1794,758,224
29095012600,4803,1028.431787,814.5199249,2577,1310,489
29095012702,4214,1048.363255,886.4043413,2249,1410,209
29095012703,2307,530.1578051,508.2583246,1405,579,162
29095012802,3772,916.8489642,754.6892415,1895,1407,192
29095012803,2142,490.4551002,400.98454,1253,549,140
29095012804,6120,1481.577935,1060.105802,2649,2494,536
29095012903,3577,826.5364288,471.054373,993,1974,349
29095012904,2645,710.6832668,452.5158857,814,1354,233
29095012906,4562,1012.35748,593.0951118,1357,2373,373
29095013003,4842,1103.083185,692.2888358,1373,2578,513
29095013100,2983,696.4165854,433.6060485,977,1512,322
29095013203,4102,747.4190482,421.9837547,946,2301,572
29095013208,3022,587.572697,368.8491988,552,2104,207
29095013210,2564,477.9927715,279.4315221,534,1681,212
29095013301,4165,690.9938923,617.094172,2314,718,749
29095013307,2659,650.3073707,443.8047178,675,1515,238
29095013309,5040,1150.895736,788.7827714,1525,2683,386
29095013313,5162,1124.504045,901.6583222,2241,1733,775
29095013401,2802,500.0818842,430.2490941,936,995,610
29095013405,1981,437.2118055,403.8409724,1136,530,117
29095013407,2574,796.1009703,760.2299859,2100,213,89
29095013410,4037,703.7883251,484.7826854,2097,1091,452
29095013416,2344,545.6509709,405.1837945,689,1266,247
29095013417,2918,690.5618955,567.775793,1692,715,263
29095013418,2742,706.8009719,685.8537599,1968,353,149
29095013502,6065,1337.505633,1613.523258,5103,292,283
29095013504,3488,793.5506712,851.8108733,2626,372,192
29095013606,1445,358.8012082,411.9825748,1277,56,46
29095013612,7107,1868.160832,1911.414379,5478,716,271
29095013613,2588,613.1054483,663.5601076,2308,63,89
29095013614,1456,356.7449371,400.9342736,1158,107,50
29095013615,2052,507.0708016,577.7798844,1617,173,98
29095013705,1408,277.2648215,258.1194198,1112,79,91
29095013706,4211,819.9195433,770.6680601,2838,570,447
29095013707,2975,636.4981203,668.5615656,2235,254,172
29095013708,3279,843.5612191,926.328782,2723,167,163
29095013801,5724,1330.94624,1382.755176,4179,565,435
29095013803,5267,1255.459413,1302.517115,4109,428,300
29095013804,3122,750.0883807,784.4341573,2382,274,153
29095013902,1776,341.1486156,551.6297824,1556,21,58
29095013904,7294,1825.068101,1933.864528,5686,556,398
29095013916,6323,1489.47125,1578.464225,5074,433,320
29095013917,3837,798.3709751,1164.443439,3461,40,114
29095013918,3264,857.4966687,1126.549391,2977,33,61
29095014002,1797,439.0425074,605.0765988,1593,7,39
29095014004,3141,506.2839517,727.5569555,2648,82,155
29095014005,5284,886.2839259,1303.988024,4593,67,213
29095014006,6614,1149.728054,1538.003648,5535,139,417
29095014008,3931,672.7154421,838.5832676,3200,119,272
29095014009,3097,493.476002,649.7925565,2501,130,239
29095014111,4054,802.6538782,945.0006565,3033,446,216
29095014112,1801,330.1337301,395.5226268,1466,103,79
29095014120,3079,748.8175368,871.772933,2518,174,157
29095014121,7003,1289.029932,1450.645537,5437,408,508
29095014122,2455,511.478356,566.6130063,1934,187,154
29095014123,3140,584.7989298,599.6421807,2282,305,259
29095014124,3550,663.0713933,706.3092396,2685,268,229
29095014125,2074,481.1768422,571.7558506,1732,99,83
29095014126,5497,1182.269744,1323.324412,4107,421,412
29095014127,1884,343.8104573,358.9849895,1481,113,115
29095014128,5238,982.5301713,1027.52519,3802,570,380
29095014203,4155,1029.687201,1123.427197,3247,310,194
29095014205,3725,788.769453,802.9524409,2359,883,172
29095014206,5093,1132.018533,1306.950209,4344,213,197
29095014300,5483,1305.704327,1090.162063,3152,1523,333
29095014400,2951,733.1310429,598.8215853,1491,1015,133
29095014501,4106,838.9331637,857.5803108,2933,454,358
29095014503,1287,232.0894184,259.3169161,1073,88,50
29095014504,3538,699.3578312,792.1217622,2830,196,245
29095014601,5469,1108.076305,1141.089537,3990,238,762
29095014603,3685,688.3268618,684.0878743,2721,158,378
29095014604,4984,898.7280668,918.3965498,3295,672,572
29095014701,3903,803.9782305,788.91422,2535,607,447
29095014702,5143,1261.475209,1350.716681,4152,238,319
29095014804,3328,752.071774,947.5990257,2792,108,89
29095014806,4576,991.9552274,1101.907603,3542,344,296
29095014902,1950,305.5836648,461.598737,1702,12,75
29095014903,5636,1110.761605,1612.115484,5039,53,194
29095014904,6713,1535.799129,1773.314116,5218,450,486
29095014905,5184,1160.092744,1386.588555,4355,196,259
29095015000,3653,705.1021046,1089.990602,3218,43,140
29095015100,5935,1011.219256,1289.478878,4592,214,470
29095015200,2646,746.6110921,456.5459561,1945,232,160
29095015300,3010,769.0121263,473.7080466,868,526,1494
29095015401,2138,288.0395079,148.7479906,315,1198,477
29095015402,1341,175.0739565,93.24846312,243,820,85
29095015500,1328,116.9316704,80.1892599,584,88,586
29095015600,2483,269.5351367,281.1399404,1221,238,844
29095015701,2219,449.7497329,274.2592404,1678,175,169
29095015702,3191,610.175051,371.9896769,2038,474,306
29095015800,1932,539.1930794,348.2504114,1552,104,118
29095015900,1955,397.9796612,242.3636838,961,432,287
29095016000,1756,274.3319764,151.1482867,222,1024,424
29095016100,1906,355.7428124,232.8617613,182,1501,129
29095016200,2052,491.4206481,180.0177026,682,1037,147
29095016300,2082,444.121997,274.629139,647,902,385
29095016400,1741,256.9411084,115.9008161,324,804,523
29095016500,1868,384.6605098,203.6432255,116,1264,416
29095016600,1619,381.3403351,204.010899,137,1197,203
29095016700,3366,1071.853586,619.8168444,2162,462,379
29095016801,2178,640.4866552,383.3993821,1424,336,216
29095016802,1338,461.8748666,259.0657919,981,32,237
29095016900,2361,592.2230495,281.0910535,319,1695,223
29095017000,2510,381.05752,298.3448648,1234,641,454
29095017100,3814,1056.956448,478.7462487,199,3071,369
29095017200,4573,972.1084452,634.8799505,1412,2409,417
29095017300,3354,937.2259983,841.7654352,2385,500,182
29095017400,2807,546.5610359,322.7403737,785,1594,142
29095017500,2012,475.466967,279.4386454,842,833,201
29095017600,5118,1423.990333,1165.671856,2456,1962,332
29095017700,5365,975.8152662,1195.908883,4168,222,406
29095017800,3809,996.8204558,544.660266,2092,861,417
29095017900,5099,1150.762751,1064.484103,3601,621,288
29095018000,3599,722.2827806,727.8011721,2799,237,280
29095018101,5159,1263.118018,1465.121974,4170,407,216
29095018102,3148,647.4197153,713.9148538,2237,404,178
29095018200,4166,854.9657701,873.2087662,3034,554,207
29095018500,4559,1050.02558,1153.033189,3584,354,195
29095018600,3000,790.0671848,846.1947448,2406,152,174
29095019301,4070,949.4444442,995.5000005,2983,383,327
29095019302,3168,732.986408,786.9074271,2538,256,145
29095980101,3,0.7837257,0.35181491,0,1,1
29095980802,1,0.15868893,0.1568568,0,0,0
29095988300,97,21.54919664,23.66771925,92,4,4
29095989100,18,4.04944711,4.72893308,16,0,0
29095989200,7,1.52410735,1.87969815,3,0,1
29097010100,3730,453.6976994,564.4329413,2746,236,283
29097010200,4673,755.617472,1100.946621,3723,89,257
29097010301,4072,548.1269385,758.0273959,3208,129,361
29097010302,4620,652.4875166,969.0169189,3681,119,321
29097010400,5609,900.1079312,1273.91551,4387,174,268
29097010500,5144,851.154708,1086.610161,3886,174,336
29097010601,3070,311.0392775,395.1120804,2268,129,247
29097010602,2893,370.8530631,509.0105584,2181,126,230
29097010700,2703,371.7593889,514.4279832,2200,51,100
29097010800,4235,589.3329459,682.5644371,3159,208,349
29097010901,2882,430.8839567,633.0100061,2375,50,165
29097010902,4082,588.2781381,858.5128378,3359,62,189
29097011000,3733,498.1388087,586.1659347,2817,124,297
29097011100,1762,232.5909249,276.8231274,1465,23,66
29097011201,3060,509.4815765,813.394598,2644,31,112
29097011202,3682,606.3078934,913.0494067,3130,36,167
29097011301,5127,848.6331824,1380.566312,4464,32,133
29097011302,4068,566.4001425,967.3196778,3449,45,167
29097011400,5898,869.0043,1379.015103,4861,81,337
29097011501,5442,825.5974116,1375.823078,4579,57,253
29097011502,4648,741.8436583,1339.578599,3967,25,231
29097011600,5203,509.4587385,756.8635982,2432,65,2473
29097011700,7195,983.9562368,1432.350397,4997,85,1568
29097011800,5054,653.4503597,960.9123647,3206,72,1404
29097011900,3991,594.2090522,946.0805176,3199,44,218
29097012000,5255,830.447498,1523.86765,4496,15,368
29097012100,3909,629.3823709,1187.613833,3317,17,274
29097012201,3680,608.0699164,1091.532754,3253,18,104
29097012202,3341,470.726004,879.8356969,2939,25,99
29099700107,3731,706.7864482,963.3688054,3385,31,62
29099700111,3671,737.4317225,923.4455945,3295,15,98
29099700113,4495,1004.193,1265.385164,4054,29,121
29099700114,4304,929.9313944,1223.4555,3855,59,72
29099700115,4016,839.8795785,1037.85117,3566,20,122
29099700116,3084,568.7545616,731.1592971,2749,38,100
29099700117,6963,1380.626524,1801.757136,6207,57,191
29099700118,6219,1235.718022,1519.47949,5422,90,214
29099700119,2116,432.0320904,554.2629159,1851,8,63
29099700120,6096,1167.238347,1581.680564,5427,158,154
29099700121,3887,823.7801587,1030.506917,3457,23,112
29099700122,4087,848.4078386,1080.505147,3661,40,119
29099700123,2893,592.3802157,777.4512398,2632,15,89
29099700124,4831,966.8638295,1315.658664,4388,13,105
29099700206,5692,973.2270575,1319.47411,5041,54,157
29099700207,3559,611.3489368,855.9800716,3248,9,63
29099700208,6784,1268.04538,1565.502241,5695,146,278
29099700209,3760,639.6051073,817.0253293,3314,32,123
29099700210,3853,733.7687462,939.8740033,3188,64,266
29099700211,5161,954.3061674,1257.495735,4555,84,172
29099700212,2927,493.1679314,578.7307063,2459,58,144
29099700213,3122,527.9236019,632.058617,2788,35,80
29099700302,5581,1053.923439,1408.723984,5033,27,136
29099700303,4652,942.4809127,1198.150552,4162,32,140
29099700305,3814,711.192702,941.6588392,3386,20,113
29099700306,3572,669.4442695,891.53331,3227,19,99
29099700401,4769,912.1837209,1324.484592,4415,10,93
29099700402,6552,1498.557247,1999.732554,5999,36,157
29099700502,6120,1066.097818,1575.049099,5601,61,102
29099700503,3234,561.9167914,781.7399143,2926,10,53
29099700504,4278,796.4845394,1130.634134,3949,9,72
29099700603,6420,1230.424725,1628.499506,5851,28,162
29099700604,6331,1193.486387,1705.30125,5808,24,108
29099700605,6429,1147.105543,1629.740492,5722,90,142
29099700606,2946,483.7710425,645.8280445,2597,48,76
29099700607,2779,492.2471337,662.4873505,2528,30,54
29099700700,4605,850.6162186,1076.863066,4063,158,55
29099700801,5795,1038.528227,1356.350365,5164,110,146
29099700802,5577,973.4053872,1348.383657,4933,119,122
29099700900,5810,1094.082059,1435.592156,5020,213,126
29099701001,4753,834.2622758,1216.018182,4292,21,98
29099701002,4072,746.9279739,1119.035672,3732,10,78
29099701101,4506,860.3503004,1271.05353,4165,5,75
29099701102,5285,992.8748091,1515.872137,4854,15,64
29099701200,5941,984.4860395,1306.097014,5427,48,81
29099701300,3400,586.6239847,804.8398734,3082,35,46
29099701401,4093,767.6604385,1139.045097,3831,26,55
29099701403,3871,707.0175723,1065.893051,3627,8,63
29099701404,6303,1273.878063,1788.282751,5656,54,131
29101960101,5957,1189.900144,1843.605599,5316,27,147
29101960102,3185,571.1526049,844.0425386,2863,29,82
29101960200,5259,963.7325984,1550.853299,4704,78,112
29101960301,6057,882.3421138,1037.221749,5019,171,249
29101960302,3841,649.5781794,871.8791622,3315,84,160
29101960401,3310,438.1023875,491.2746173,2410,457,189
29101960402,2821,370.5116748,406.4791938,2188,244,158
29101960501,3477,566.6542405,688.4968085,2711,220,184
29101960502,4136,579.4440582,671.7828736,3223,253,247
29101960600,3299,434.6346994,481.0721943,2581,231,177
29101960701,2096,213.0433754,311.8718301,1556,135,175
29101960702,2918,301.0388456,438.747071,2230,178,223
29101960900,4761,854.2296631,1377.655077,4370,16,74
29101980000,2896,294.3576409,430.9068798,1929,246,418
29103960100,1808,326.58064,542.8200388,1728,8,10
29103960200,1936,323.5304714,510.4021842,1845,12,13
29105960101,4596,736.8832063,1341.681887,4200,8,111
29105960102,3600,588.2763346,1021.400318,3254,16,91
29105960201,3074,353.0364667,764.7107024,2890,7,32
29105960202,2855,453.270752,823.4336538,2571,4,80
29105960301,3319,504.465113,844.9604153,3043,10,49
29105960302,4067,604.4540861,1092.546773,3703,23,85
29105960400,3934,558.4984486,954.7811646,3509,83,107
29105960500,5627,880.4527859,1442.00233,4984,53,206
29105960600,4967,578.4389278,981.9007711,4328,64,194
29107090100,5130,953.9689012,1391.399539,4617,80,160
29107090200,5837,1024.726085,1258.356621,4871,280,253
29107090300,1327,254.439742,419.226001,1195,10,77
29107090401,3532,697.9757006,1055.38659,3178,62,71
29107090402,3115,586.3377566,752.2587343,2655,146,122
29107090500,3716,681.7378245,1080.542426,3411,20,95
29107090601,6467,1165.261715,1710.515968,5784,67,199
29107090602,3860,743.4967224,1138.036346,3545,14,70
29109470100,3916,475.8203155,779.2594325,3630,15,67
29109470201,3537,550.1214219,950.8788569,3246,1,85
29109470202,4335,642.9041763,1092.074114,3876,25,118
29109470300,5221,765.9478394,1317.845552,4337,15,547
29109470401,4014,598.7763192,881.5203879,2742,17,953
29109470402,2890,439.1701279,718.3898012,2430,9,204
29109470501,2980,492.2648721,827.9043958,2675,9,122
29109470502,3542,596.6166431,1034.844628,3201,8,126
29109470601,4872,668.247802,1153.98336,3981,27,541
29109470602,2694,342.2713536,605.2637488,2283,9,224
29111970100,3745,467.7785159,700.2097136,3442,76,73
29111970200,2164,346.5853541,517.0742041,2007,50,20
29111970300,2346,422.762705,700.3984789,2219,5,61
29111970400,1777,322.9826008,505.5107901,1647,54,11
29113810100,4178,735.3481276,1153.362063,3786,75,82
29113810203,5660,911.1126156,1462.094506,5060,70,148
29113810204,1794,303.3374837,530.1302901,1594,22,47
29113810205,3964,717.0428881,1256.043478,3637,31,34
29113810206,2067,366.3035552,682.8431985,1931,20,24
29113810305,6752,987.4886371,1374.914615,5566,290,381
29113810306,2789,447.0355463,644.6130652,2444,79,64
29113810307,4626,678.6477526,1065.289989,4041,123,188
29113810308,7826,1158.482052,1834.621368,7045,134,195
29113810309,5519,868.0195921,1394.421976,4948,59,110
29113810310,5693,829.9710959,1291.398316,5054,99,110
29113810401,5092,801.2088616,1215.037533,4586,80,96
29113810402,3614,551.0573505,897.6740532,3359,15,62
29115490100,1568,306.2581914,468.7088516,1499,2,17
29115490200,2215,295.9613931,535.8250758,2091,6,52
29115490300,2757,378.9954154,566.3721931,2567,16,59
29115490400,2709,407.482638,580.4507366,2453,30,90
29115490500,2625,461.3120934,658.3226874,2417,13,71
29117480100,3800,545.2626099,921.1753252,3432,206,50
29117480200,2975,579.0462423,1003.906664,2845,2,30
29117480300,3440,506.4296069,781.8635107,3228,26,57
29117480400,2743,442.7464528,680.7855611,2489,27,54
29117480500,1599,179.0706443,281.657829,1374,55,48
29119070101,3697,407.4535595,777.9580896,3167,11,127
29119070102,2621,210.4862912,483.9720708,2169,11,48
29119070200,4491,593.790971,1126.005992,3732,23,148
29119070300,6276,473.5726892,734.3338545,2625,367,2074
29119070401,3285,406.5368087,744.0571288,2482,14,292
29119070402,2933,376.0143171,684.853868,2492,9,129
29121960100,2244,380.7792328,608.6009884,2069,13,21
29121960200,2553,462.2266957,764.0229471,2411,10,28
29121960300,3775,729.417196,1239.931412,3515,19,58
29121960400,4036,773.4961593,1146.099223,3655,78,105
29121960500,2601,420.2473832,614.4565416,2128,189,64
29123960100,3377,522.9042867,890.6687168,3100,0,81
29123960201,3024,410.4955784,607.4555624,2739,19,130
29123960202,2704,387.1694521,588.5749614,2419,23,69
29123960300,3521,544.93321,947.448646,3297,14,62
29125880100,2628,141.4791781,249.940931,2431,6,46
29125880298,2491,532.9627119,792.6076722,2289,11,46
29125880300,3313,616.1616272,1087.549596,3076,6,42
29127960100,4542,846.227672,1362.523682,4227,95,25
29127960200,3276,609.9367151,1122.343746,3054,21,20
29127960300,3672,604.150376,1005.293234,3356,70,69
29127960400,4868,843.575832,1164.773851,4117,308,152
29127960500,2580,388.5188979,504.2823735,2041,264,81
29127960600,3482,583.8954553,867.1045217,3040,182,51
29127960800,2813,352.8748289,483.1546292,2384,152,67
29127960900,3292,494.6535573,737.6906316,2711,282,51
29129470100,1274,219.4442189,423.4496881,1219,0,15
29129470200,2264,337.4446704,601.1058676,2072,1,140
29131962501,3364,550.2322022,1006.833157,3206,5,36
29131962502,2294,438.1176205,798.8733658,2215,5,15
29131962600,3386,572.9614029,979.3958825,3173,13,49
29131962701,2161,350.8676077,536.6316891,2010,9,33
29131962702,2961,464.5040666,800.1234392,2709,7,72
29131962801,2490,406.2047126,631.5619561,2215,36,96
29131962802,3813,612.364602,1078.709138,3549,18,67
29131962901,2842,427.8784181,693.7135947,2561,19,46
29131962902,1411,212.8693685,345.6577793,1270,5,52
29133950100,3097,361.3886424,548.3351259,2024,945,44
29133950200,4007,729.9592412,723.48513,1789,1991,78
29133950300,1647,262.2607497,463.733028,1527,22,41
29133950400,3826,472.8358118,886.2244943,3474,125,60
29135385100,4015,850.7339645,1373.728257,3720,26,85
29135385200,4486,700.1876887,1037.034002,3605,34,628
29135385300,3442,418.8493005,673.3852068,3302,7,51
29135385400,3530,456.2072974,744.7081912,3061,215,100
29137960100,3539,653.7151783,976.7734318,3066,123,99
29137960200,2550,468.5099986,747.4887791,2377,54,22
29137960300,2577,431.2192681,706.4600123,2459,4,38
29139970100,2300,404.6787556,648.4214808,2172,24,37
29139970200,3666,614.1023753,932.597697,3297,61,82
29139970300,2952,567.6757531,870.5478342,2766,8,41
29139970400,2404,417.043117,682.1552118,2209,13,69
29141470100,6272,865.3859354,1413.428415,5915,24,100
29141470200,3809,604.9160356,936.3253735,3463,11,90
29141470300,2847,385.1151778,599.0104512,2520,69,91
29141470401,1032,218.2921085,334.7820965,955,3,32
29141470402,1741,315.6322963,469.4520537,1588,5,29
29141470501,1662,326.742844,481.9262764,1562,3,38
29141470502,1245,181.8770632,289.6565191,1133,3,20
29141470503,2398,412.2849918,624.1931668,2162,8,46
29143960100,4459,708.2422512,1116.187999,3596,499,86
29143960200,1740,309.3385442,399.6520923,1219,438,18
29143960300,3169,568.1209369,649.4343335,2123,900,32
29143960400,2090,358.992079,464.1298767,1526,397,56
29143960500,1944,303.8627969,539.6016159,1806,8,27
29143960600,3032,489.0545036,718.2718614,2340,499,34
29145020100,4132,582.1536254,841.3839883,2758,31,683
29145020200,5206,753.0444561,1101.120268,3940,41,591
29145020300,3382,470.9992071,789.9365185,2459,41,479
29145020401,3375,608.559018,1061.746617,2951,6,70
29145020402,3637,625.9468622,1125.472033,3118,25,91
29145020501,4186,776.6975475,1124.425474,3429,66,250
29145020502,5446,1033.762785,1410.061944,4472,91,238
29145020601,5608,1000.350368,1584.578949,4704,63,204
29145020602,5089,818.7941105,1434.338219,4425,77,163
29145020700,4452,713.8964101,1317.357178,3629,16,154
29145020800,6608,950.63769,1657.800835,5341,58,434
29145020900,4228,615.1495821,1115.599101,3620,13,105
29145021000,3299,377.8771554,684.5205414,2705,4,145
29147470100,2181,340.9469702,573.3529895,2068,6,18
29147470200,2723,475.4119175,786.947652,2577,3,40
29147470301,1871,278.8580624,294.034524,1478,45,46
29147470302,5095,841.2048735,967.6616004,4485,155,168
29147470400,4203,600.4869339,897.9847044,3848,57,96
29147470500,5168,472.5004029,740.3939993,4834,97,59
29149480100,2896,542.4514222,911.9471073,2697,10,31
29149480200,3760,604.270013,999.63406,3442,11,60
29149480300,1979,392.7646201,667.9239356,1851,4,26
29151490100,3363,651.1895579,1116.758737,3265,1,16
29151490200,4198,687.1567019,1122.405523,3950,20,56
29151490300,3320,661.2466501,1188.602922,3182,3,25
29151490400,2393,318.8421822,561.1129999,2291,0,28
29153470101,2607,477.6066802,767.217867,2447,7,29
29153470102,1528,311.6096176,543.92437,1433,5,17
29153470200,4418,644.5611983,1116.888896,4120,7,63
29155470100,1671,272.5183716,460.1036159,1450,121,19
29155470200,3022,485.9001565,463.6248855,1098,1750,62
29155470300,2909,409.0956074,511.693612,1769,886,77
29155470400,2758,345.3663645,407.7884282,1486,1056,74
29155470500,2680,382.5252745,654.9192662,2370,112,107
29155470600,2621,308.8164486,565.53686,2003,383,76
29157470100,2458,469.4526411,804.7451992,2367,0,15
29157470200,4772,746.780964,1280.905692,4502,15,86
29157470300,4220,607.2047567,973.3379761,3752,46,180
29157470400,3785,544.3636142,859.3669375,3453,27,72
29157470500,3721,620.9897476,1161.639095,3583,14,30
29159480100,4008,651.8276842,1045.469528,3711,14,109
29159480200,6418,795.8441334,1215.197039,5284,40,736
29159480300,4432,799.6009217,1292.613499,4008,50,119
29159480400,4345,715.4950807,1118.825081,3861,58,162
29159480500,2961,410.8464281,563.3544271,2342,93,288
29159480600,2193,251.411035,269.8271657,1252,363,419
29159480700,3705,491.0113139,617.1847063,3010,142,279
29159480800,3349,497.9250789,616.8425955,2469,136,498
29159480900,2958,354.3114505,406.3066448,1983,213,523
29159481000,4615,708.4927634,970.1336929,3779,144,362
29159481100,3996,666.0098569,871.388631,3052,137,521
29161890100,4597,770.7276777,1226.206927,4159,37,88
29161890200,4792,764.3532787,1206.717771,4251,43,137
29161890301,3600,639.3361379,793.6645627,3021,90,108
29161890302,3612,441.9338482,500.8048254,2763,177,146
29161890401,3745,331.4886886,345.7620231,2826,174,122
29161890402,1666,186.4953585,212.6692224,1311,87,41
29161890500,3550,654.9315707,1024.636031,3210,23,82
29161890600,2742,519.087903,842.1273573,2509,14,46
29161890700,2932,515.0248185,800.3583845,2537,28,71
29161890800,3256,391.4441234,468.3780406,2679,189,102
29161890900,4385,807.5358599,998.7861501,3610,121,158
29161891000,5761,1174.196292,1782.777598,5065,61,158
29163460100,3037,507.1778511,710.8686254,2515,155,163
29163460200,3291,550.8649275,816.1942061,3056,44,60
29163460300,5428,734.8135834,1232.865084,4676,506,100
29163460400,3763,493.1687975,767.5811465,3276,175,89
29163460500,2068,430.6970635,640.6020504,1860,64,22
29165030002,3392,648.690111,623.6566578,1933,700,329
29165030003,2554,582.184321,537.507699,1654,360,187
29165030004,5920,1331.403614,1235.158738,4236,679,450
29165030101,3831,768.591562,758.944011,3077,117,256
29165030102,4775,965.3549379,920.4089504,3321,579,399
29165030103,5850,1355.692902,1373.395676,4443,487,377
29165030201,5492,1057.61374,1104.749519,4094,488,325
29165030207,6102,1670.090801,1584.999901,4608,530,442
29165030208,3165,943.3024933,1015.03952,2744,52,117
29165030210,2067,416.8466816,372.880478,1471,208,194
29165030211,3011,607.2207824,543.1751909,1758,543,308
29165030212,4849,1076.910195,1056.676352,3366,733,368
29165030213,2722,545.3580857,534.7932456,1892,316,269
29165030214,2477,584.8736477,558.4890032,1632,244,252
29165030215,1552,384.1252805,361.4579402,1150,142,107
29165030216,4194,1004.729065,961.0130014,2996,347,331
29165030306,5074,1153.356978,1230.385606,4368,81,261
29165030308,5728,1203.40684,1117.054482,4002,595,509
